ticker,year,statement_date,revenue,net_income,total_debt,equity,current_assets,current_liabilities,profit_margin,roe,debt_to_equity,current_ratio,sector,return_1m,return_1y,return_long_term,sector_encoded,revenue_growth,net_income_growth,debt_growth,equity_growth,label_long_term_custom,label_1y_custom,label_1m_custom
AAPL,2023,2023-09-30,383285000000.0,96995000000.0,111088000000.0,62146000000.0,143566000000.0,145308000000.0,0.2530623426432028,1.5607601454639075,1.7875325845589418,0.9880116717592976,Technology,-0.0199138841278453,0.3478691181745007,,9,-0.0280046053031993,-0.0281354267907778,-0.1614734299516907,0.2264366908746446,,Buy,Hold
AAPL,2024,2024-09-30,391035000000.0,93736000000.0,106629000000.0,56950000000.0,152987000000.0,176392000000.0,0.2397125576994386,1.6459350307287095,1.872326602282704,0.8673125765340832,Technology,-0.0124462664697492,0.0979187362169272,,9,0.0202199407751411,-0.0335996700860868,-0.0401393489845888,-0.0836095645737456,,Hold,Hold
AAPL,2025,2025-09-30,416161000000.0,112010000000.0,98657000000.0,73733000000.0,147957000000.0,165631000000.0,0.2691506412181824,1.5191298333175105,1.3380304612588665,0.8932929222186667,Technology,0.0658601934874586,,,9,0.0642551178283274,0.1949517794657336,-0.0747639010025414,0.2946971027216856,,,Buy
AAT,2022,2022-12-31,422648000.0,55877000.0,1673764000.0,1221265000.0,153888000.0,139465000.0,0.132206942893377,0.0457533786688392,1.3705166364384471,1.1034166278277704,Real Estate,0.0735569830911506,-0.0788752971356609,0.1254855184862623,8,,,,,Hold,Hold,Buy
AAT,2023,2023-12-31,441164000.0,64690000.0,1712881000.0,1197858000.0,251592000.0,99043000.0,0.1466348115440063,0.0540047317795598,1.4299532999737865,2.5402300011106287,Real Estate,-0.0222319119498587,0.210097842757574,,8,0.0438095057825898,0.1577214238416522,0.0233706783035123,-0.0191661924316179,,Buy,Hold
AAT,2024,2024-12-31,457854000.0,72818000.0,2031153000.0,1175901000.0,598142000.0,101041000.0,0.1590419653426638,0.0619252811248565,1.7273163302012668,5.919794934729466,Real Estate,-0.0753997640526521,-0.2295666711547955,,8,0.0378317360437387,0.1256453856855772,0.1858109232340132,-0.0183302194417034,,Sell,Hold
AAT,2025,2025-12-31,436204000.0,71370000.0,1706384000.0,1150817000.0,221411000.0,108707000.0,0.1636161062255275,0.0620168106658139,1.4827587705082563,2.036768561362194,Real Estate,-0.0475435593605059,,,8,-0.0472858160024811,-0.0198851932214562,-0.159893912472374,-0.021331727755993,,,Hold
ABAT,2024,2024-06-30,343500.0,-52501824.0,6501664.0,61467640.0,18406048.0,15798298.0,-152.84373799126638,-0.8541376242849082,0.1057737697429086,1.1650652494338314,Industrials,-0.1293103279951206,0.396551768433893,,7,,,,,,Buy,Sell
ABAT,2025,2025-06-30,4290224.0,-46762625.0,8035781.0,70599023.0,29532110.0,13668605.0,-10.899809660288136,-0.6623692936940502,0.1138228357636054,2.1605796641281243,Industrials,0.3827160511996538,,,7,10.0,-0.1093142783001215,0.2359575948557168,0.1485559393528042,,,Buy
ABBV,2022,2022-12-31,58054000000.0,11836000000.0,63271000000.0,17254000000.0,28463000000.0,29538000000.0,0.2038791470010679,0.6859858583516866,3.667033731308682,0.9636062021802424,Healthcare,-0.0814475253253929,0.0239954006745478,0.5584570810998895,6,,,,,Buy,Hold,Sell
ABBV,2023,2023-12-31,54318000000.0,4863000000.0,59385000000.0,10360000000.0,33002000000.0,37841000000.0,0.0895283331492323,0.4694015444015444,5.732142857142857,0.8721228297349436,Healthcare,0.0384855909498578,0.1525207964733054,,6,-0.0643538774244668,-0.589134842852315,-0.0614183433168433,-0.3995595224295816,,Buy,Hold
ABBV,2024,2024-12-31,56334000000.0,4278000000.0,67144000000.0,3325000000.0,25582000000.0,38749000000.0,0.0759399297049739,1.2866165413533834,20.19368421052632,0.6601976825208392,Healthcare,0.0446494188958044,0.3307783790072631,,6,0.0371147685849995,-0.1202961135101788,0.1306558895343941,-0.6790540540540541,,Buy,Hold
ABBV,2025,2025-12-31,61160000000.0,4226000000.0,67496000000.0,-3270000000.0,29062000000.0,43289000000.0,0.0690974493132766,-1.292354740061162,-20.64097859327217,0.6713483794959458,Healthcare,-0.0045277883797534,,,6,0.0856676252352042,-0.0121552127162225,0.0052424639580603,-1.9834586466165407,,,Hold
ABEO,2022,2022-12-31,1414000.0,-39696000.0,7627000.0,26761000.0,53099000.0,7779000.0,-28.073550212164072,-1.4833526400358732,0.2850042972983072,6.82594163774264,Healthcare,-0.1188810932309211,0.9335665778487958,0.8811189901322215,6,,,,,Buy,Buy,Sell
